State of University,Name of University,State of Regional Center,District of Regional Center,Level,Total Enrolment Male,Total Enrolment Female,Total Enrolment
Andhra Pradesh,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Andhra Pradesh,Guntur,PG Diploma,150,102,252
Andhra Pradesh,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Andhra Pradesh,Guntur,Under Graduate,3584,3255,6839
Andhra Pradesh,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Andhra Pradesh,Guntur,Post Graduate,3389,3150,6539
Andhra Pradesh,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Andhra Pradesh,Guntur,Diploma,47,36,83
Andhra Pradesh,"Andhra University, Visakhapatnam (Id: U-0006)",Andhra Pradesh,Visakhapatnam,Post Graduate,17095,15735,32830
Andhra Pradesh,"Andhra University, Visakhapatnam (Id: U-0006)",Andhra Pradesh,Visakhapatnam,PG Diploma,174,69,243
Andhra Pradesh,"Andhra University, Visakhapatnam (Id: U-0006)",Andhra Pradesh,Visakhapatnam,Under Graduate,87897,69675,157572
Andhra Pradesh,"Dravidian University, Kuppam, Chittoor District (Id: U-0010)",Andhra Pradesh,Chittoor,Under Graduate,1311,1001,2312
Andhra Pradesh,"Dravidian University, Kuppam, Chittoor District (Id: U-0010)",Andhra Pradesh,Chittoor,Post Graduate,1435,446,1881
Andhra Pradesh,"Gandhi Institute of Technology & Management (GITAM) University, Visakhapatnam (Id: U-0011)",Andhra Pradesh,Visakhapatnam,Diploma,79,34,113
Andhra Pradesh,"Gandhi Institute of Technology & Management (GITAM) University, Visakhapatnam (Id: U-0011)",Andhra Pradesh,Visakhapatnam,PG Diploma,37,17,54
Andhra Pradesh,"Gandhi Institute of Technology & Management (GITAM) University, Visakhapatnam (Id: U-0011)",Andhra Pradesh,Visakhapatnam,Post Graduate,1788,1001,2789
Andhra Pradesh,"Gandhi Institute of Technology & Management (GITAM) University, Visakhapatnam (Id: U-0011)",Andhra Pradesh,Visakhapatnam,Under Graduate,8951,4081,13032
Andhra Pradesh,"Rastriya Sanskrit Vidyapeeth, Tirupathi (Id: U-0030)",Andhra Pradesh,Chittoor,Under Graduate,135,75,210
Andhra Pradesh,"Rastriya Sanskrit Vidyapeeth, Tirupathi (Id: U-0030)",Andhra Pradesh,Chittoor,PG Diploma,40,27,67
Andhra Pradesh,"Rastriya Sanskrit Vidyapeeth, Tirupathi (Id: U-0030)",Andhra Pradesh,Chittoor,Diploma,31,15,46
Andhra Pradesh,"Rastriya Sanskrit Vidyapeeth, Tirupathi (Id: U-0030)",Andhra Pradesh,Chittoor,Post Graduate,380,179,559
Andhra Pradesh,"Sri Krishnadevaraya University, Anantapur (Id: U-0033)",Andhra Pradesh,Anantapur,PG Diploma,7,24,31
Andhra Pradesh,"Sri Krishnadevaraya University, Anantapur (Id: U-0033)",Andhra Pradesh,Anantapur,Post Graduate,4695,6740,11435
Andhra Pradesh,"Sri Krishnadevaraya University, Anantapur (Id: U-0033)",Andhra Pradesh,Anantapur,Under Graduate,3696,1720,5416
Andhra Pradesh,"Sri Padmavathi Mahila Visva Vidyalayam, Tirupathi (Id: U-0034)",Andhra Pradesh,Chittoor,Post Graduate,0,50,50
Andhra Pradesh,"Sri Padmavathi Mahila Visva Vidyalayam, Tirupathi (Id: U-0034)",Andhra Pradesh,Chittoor,Under Graduate,0,691,691
Andhra Pradesh,"Sri Padmavathi Mahila Visva Vidyalayam, Tirupathi (Id: U-0034)",Andhra Pradesh,Chittoor,PG Diploma,0,0,0
Andhra Pradesh,"Sri Venkateswara University, Tirupathy (Id: U-0037)",Andhra Pradesh,Chittoor,PG Diploma,210,70,280
Andhra Pradesh,"Sri Venkateswara University, Tirupathy (Id: U-0037)",Andhra Pradesh,Chittoor,Under Graduate,18382,10055,28437
Andhra Pradesh,"Sri Venkateswara University, Tirupathy (Id: U-0037)",Andhra Pradesh,Chittoor,Post Graduate,17211,13981,31192
Arunachal Pradesh,"Rajiv Gandhi University, Itanagar (Id: U-0047)",Arunachal Pradesh,Papum Pare,Under Graduate,452,2331,2783
Assam,ASSAM DOWN TOWN UNIVERSITY (Id: U-0683),Assam,Kamrup Metropolitan,Post Graduate,0,0,0
Assam,ASSAM DOWN TOWN UNIVERSITY (Id: U-0683),Assam,Kamrup Metropolitan,Under Graduate,0,0,0
Assam,"Gauhati University, Guwahati (Id: U-0052)",Assam,Kamrup,PG Diploma,570,623,1193
Assam,"Gauhati University, Guwahati (Id: U-0052)",Assam,Kamrup,Under Graduate,117,68,185
Assam,"Gauhati University, Guwahati (Id: U-0052)",Assam,Kamrup,Post Graduate,9761,11717,21478
Assam,"Krishna Kanta Hanidiqui State Open University, Guwahati (Id: U-0054)",Assam,Kamrup Metropolitan,Under Graduate,33473,31840,65313
Assam,"Krishna Kanta Hanidiqui State Open University, Guwahati (Id: U-0054)",Assam,Kamrup Metropolitan,Post Graduate,2019,1839,3858
Assam,"Krishna Kanta Hanidiqui State Open University, Guwahati (Id: U-0054)",Assam,Kamrup Metropolitan,PG Diploma,90,39,129
Assam,"Krishna Kanta Hanidiqui State Open University, Guwahati (Id: U-0054)",Assam,Kamrup Metropolitan,Diploma,5016,4425,9441
Assam,"Tezpur University, Tezpur (Id: U-0056)",Assam,Sonitpur,PG Diploma,82,39,121
Assam,"Tezpur University, Tezpur (Id: U-0056)",Assam,Sonitpur,Post Graduate,30,16,46
Bihar,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur (Id: U-0058)",Bihar,Muzaffarpur,Post Graduate,276,114,390
Bihar,"Jai Prakash Vishwavidyalaya, Chapra (Id: U-0066)",Bihar,Saran,Under Graduate,515,278,793
Bihar,"Lalit Narayan Mithila University, Darbhanga (Id: U-0068)",Bihar,Darbhanga,Post Graduate,0,0,0
Bihar,"Nalanda Open University, Patna (Id: U-0071)",Bihar,Patna,Under Graduate,9387,2880,12267
Bihar,"Nalanda Open University, Patna (Id: U-0071)",Bihar,Patna,Post Graduate,16183,8511,24694
Bihar,"Nalanda Open University, Patna (Id: U-0071)",Bihar,Patna,PG Diploma,218,66,284
Bihar,"Patna University, Patna (Id: U-0074)",Bihar,Patna,Under Graduate,4078,0,4078
Chandigarh,"Panjab University,Chandigarh (Id: U-0078)",Chandigarh,Chandigarh,Post Graduate,2878,4613,7491
Chandigarh,"Panjab University,Chandigarh (Id: U-0078)",Chandigarh,Chandigarh,Certificate,12,10,22
Chandigarh,"Panjab University,Chandigarh (Id: U-0078)",Chandigarh,Chandigarh,Diploma,22,6,28
Chandigarh,"Panjab University,Chandigarh (Id: U-0078)",Chandigarh,Chandigarh,PG Diploma,175,264,439
Chandigarh,"Panjab University,Chandigarh (Id: U-0078)",Chandigarh,Chandigarh,Under Graduate,10109,4107,14216
Chhatisgarh,"Dr. C. V. Raman University, Kota Bilaspur (Id: U-0084)",Chhatisgarh,Bilaspur,Under Graduate,6,406,412
Chhatisgarh,"Dr. C. V. Raman University, Kota Bilaspur (Id: U-0084)",Chhatisgarh,Bilaspur,Diploma,1844,725,2569
Chhatisgarh,"Dr. C. V. Raman University, Kota Bilaspur (Id: U-0084)",Chhatisgarh,Bilaspur,Post Graduate,65,26,91
Chhatisgarh,"Dr. C. V. Raman University, Kota Bilaspur (Id: U-0084)",Chhatisgarh,Bilaspur,PG Diploma,2539,1509,4048
Chhatisgarh,"MATS University, Raipur (Id: U-0091)",Chhatisgarh,Raipur,Post Graduate,2834,1222,4056
Chhatisgarh,"MATS University, Raipur (Id: U-0091)",Chhatisgarh,Raipur,PG Diploma,745,324,1069
Chhatisgarh,"MATS University, Raipur (Id: U-0091)",Chhatisgarh,Raipur,Diploma,2340,673,3013
Chhatisgarh,"MATS University, Raipur (Id: U-0091)",Chhatisgarh,Raipur,Under Graduate,1864,839,2703
Chhatisgarh,"Pt. Sundarlal Sharma (Open) University, Bilaspur (Id: U-0094)",Chhatisgarh,Bastar,Post Graduate,544,295,839
Chhatisgarh,"Pt. Sundarlal Sharma (Open) University, Bilaspur (Id: U-0094)",Chhatisgarh,Bastar,Under Graduate,905,534,1439
Chhatisgarh,"Pt. Sundarlal Sharma (Open) University, Bilaspur (Id: U-0094)",Chhatisgarh,Bastar,Diploma,104,57,161
Chhatisgarh,"Pt. Sundarlal Sharma (Open) University, Bilaspur (Id: U-0094)",Chhatisgarh,Bastar,PG Diploma,102,45,147
Chhatisgarh,"Pt. Sundarlal Sharma (Open) University, Bilaspur (Id: U-0094)",Chhatisgarh,Bilaspur,PG Diploma,290,191,481
Chhatisgarh,"Pt. Sundarlal Sharma (Open) University, Bilaspur (Id: U-0094)",Chhatisgarh,Bilaspur,Under Graduate,619,320,939
Chhatisgarh,"Pt. Sundarlal Sharma (Open) University, Bilaspur (Id: U-0094)",Chhatisgarh,Bilaspur,Post Graduate,1011,573,1584
Chhatisgarh,"Pt. Sundarlal Sharma (Open) University, Bilaspur (Id: U-0094)",Chhatisgarh,Bilaspur,Diploma,191,162,353
Chhatisgarh,"Pt. Sundarlal Sharma (Open) University, Bilaspur (Id: U-0094)",Chhatisgarh,Raipur,PG Diploma,200,165,365
Chhatisgarh,"Pt. Sundarlal Sharma (Open) University, Bilaspur (Id: U-0094)",Chhatisgarh,Raipur,Diploma,161,105,266
Chhatisgarh,"Pt. Sundarlal Sharma (Open) University, Bilaspur (Id: U-0094)",Chhatisgarh,Raipur,Post Graduate,627,317,944
Chhatisgarh,"Pt. Sundarlal Sharma (Open) University, Bilaspur (Id: U-0094)",Chhatisgarh,Raipur,Under Graduate,975,467,1442
Chhatisgarh,"Pt. Sundarlal Sharma (Open) University, Bilaspur (Id: U-0094)",Chhatisgarh,Surguja,Post Graduate,321,133,454
Chhatisgarh,"Pt. Sundarlal Sharma (Open) University, Bilaspur (Id: U-0094)",Chhatisgarh,Surguja,Under Graduate,596,286,882
Chhatisgarh,"Pt. Sundarlal Sharma (Open) University, Bilaspur (Id: U-0094)",Chhatisgarh,Surguja,Diploma,215,120,335
Chhatisgarh,"Pt. Sundarlal Sharma (Open) University, Bilaspur (Id: U-0094)",Chhatisgarh,Surguja,PG Diploma,100,88,188
Delhi,Indira Gandhi National Open University (Id: U-0104),Andaman & Nicobar Islands,South Andaman,Under Graduate,1209,1611,2820
Delhi,Indira Gandhi National Open University (Id: U-0104),Andaman & Nicobar Islands,South Andaman,Post Graduate,319,376,695
Delhi,Indira Gandhi National Open University (Id: U-0104),Andaman & Nicobar Islands,South Andaman,PG Diploma,58,31,89
Delhi,Indira Gandhi National Open University (Id: U-0104),Andaman & Nicobar Islands,South Andaman,Diploma,21,20,41
Delhi,Indira Gandhi National Open University (Id: U-0104),Andhra Pradesh,Krishna,Under Graduate,345,239,584
Delhi,Indira Gandhi National Open University (Id: U-0104),Andhra Pradesh,Krishna,PG Diploma,111,77,188
Delhi,Indira Gandhi National Open University (Id: U-0104),Andhra Pradesh,Krishna,Post Graduate,810,613,1423
Delhi,Indira Gandhi National Open University (Id: U-0104),Andhra Pradesh,Krishna,Diploma,28,12,40
Delhi,Indira Gandhi National Open University (Id: U-0104),Andhra Pradesh,Visakhapatnam,PG Diploma,158,58,216
Delhi,Indira Gandhi National Open University (Id: U-0104),Andhra Pradesh,Visakhapatnam,Post Graduate,466,215,681
Delhi,Indira Gandhi National Open University (Id: U-0104),Andhra Pradesh,Visakhapatnam,Diploma,16,23,39
Delhi,Indira Gandhi National Open University (Id: U-0104),Andhra Pradesh,Visakhapatnam,Under Graduate,909,205,1114
Delhi,Indira Gandhi National Open University (Id: U-0104),Arunachal Pradesh,Papum Pare,Under Graduate,229,371,600
Delhi,Indira Gandhi National Open University (Id: U-0104),Arunachal Pradesh,Papum Pare,Post Graduate,914,1219,2133
Delhi,Indira Gandhi National Open University (Id: U-0104),Arunachal Pradesh,Papum Pare,Diploma,709,362,1071
Delhi,Indira Gandhi National Open University (Id: U-0104),Arunachal Pradesh,Papum Pare,PG Diploma,31,14,45
Delhi,Indira Gandhi National Open University (Id: U-0104),Assam,Jorhat,Under Graduate,0,0,0
Delhi,Indira Gandhi National Open University (Id: U-0104),Assam,Tinsukia,Diploma,43,33,76
Delhi,Indira Gandhi National Open University (Id: U-0104),Assam,Tinsukia,PG Diploma,215,90,305
Delhi,Indira Gandhi National Open University (Id: U-0104),Assam,Tinsukia,Under Graduate,2329,1750,4079
Delhi,Indira Gandhi National Open University (Id: U-0104),Assam,Tinsukia,Post Graduate,2149,2117,4266
Delhi,Indira Gandhi National Open University (Id: U-0104),Bihar,Bhagalpur,PG Diploma,17,7,24
Delhi,Indira Gandhi National Open University (Id: U-0104),Bihar,Bhagalpur,Post Graduate,485,520,1005
Delhi,Indira Gandhi National Open University (Id: U-0104),Bihar,Bhagalpur,Under Graduate,2157,1403,3560
Delhi,Indira Gandhi National Open University (Id: U-0104),Bihar,Bhagalpur,Diploma,6,8,14
Delhi,Indira Gandhi National Open University (Id: U-0104),Bihar,Darbhanga,Under Graduate,6645,5364,12009
Delhi,Indira Gandhi National Open University (Id: U-0104),Bihar,Darbhanga,Diploma,11,37,48
Delhi,Indira Gandhi National Open University (Id: U-0104),Bihar,Darbhanga,PG Diploma,95,23,118
Delhi,Indira Gandhi National Open University (Id: U-0104),Bihar,Darbhanga,Post Graduate,2210,1840,4050
Delhi,Indira Gandhi National Open University (Id: U-0104),Bihar,Patna,Certificate,0,0,0
Delhi,Indira Gandhi National Open University (Id: U-0104),Bihar,Patna,Post Graduate,3650,3356,7006
Delhi,Indira Gandhi National Open University (Id: U-0104),Bihar,Patna,Under Graduate,7346,5652,12998
Delhi,Indira Gandhi National Open University (Id: U-0104),Bihar,Patna,PG Diploma,423,235,658
Delhi,Indira Gandhi National Open University (Id: U-0104),Bihar,Patna,Diploma,33,114,147
Delhi,Indira Gandhi National Open University (Id: U-0104),Bihar,Saharsa,PG Diploma,16,2,18
Delhi,Indira Gandhi National Open University (Id: U-0104),Bihar,Saharsa,Under Graduate,3015,2128,5143
Delhi,Indira Gandhi National Open University (Id: U-0104),Bihar,Saharsa,Diploma,3,8,11
Delhi,Indira Gandhi National Open University (Id: U-0104),Bihar,Saharsa,Post Graduate,834,683,1517
Delhi,Indira Gandhi National Open University (Id: U-0104),Chandigarh,Chandigarh,PG Diploma,125,106,231
Delhi,Indira Gandhi National Open University (Id: U-0104),Chandigarh,Chandigarh,Post Graduate,825,827,1652
Delhi,Indira Gandhi National Open University (Id: U-0104),Chandigarh,Chandigarh,Under Graduate,1025,505,1530
Delhi,Indira Gandhi National Open University (Id: U-0104),Chandigarh,Chandigarh,Diploma,43,55,98
Delhi,Indira Gandhi National Open University (Id: U-0104),Chhatisgarh,Bijapur,Under Graduate,204,148,352
Delhi,Indira Gandhi National Open University (Id: U-0104),Chhatisgarh,Bijapur,PG Diploma,11,3,14
Delhi,Indira Gandhi National Open University (Id: U-0104),Chhatisgarh,Bijapur,Post Graduate,86,61,147
Delhi,Indira Gandhi National Open University (Id: U-0104),Chhatisgarh,Bijapur,Diploma,2,1,3
Delhi,Indira Gandhi National Open University (Id: U-0104),Chhatisgarh,Raipur,PG Diploma,805,255,1060
Delhi,Indira Gandhi National Open University (Id: U-0104),Chhatisgarh,Raipur,Post Graduate,1744,970,2714
Delhi,Indira Gandhi National Open University (Id: U-0104),Chhatisgarh,Raipur,Under Graduate,1090,656,1746
Delhi,Indira Gandhi National Open University (Id: U-0104),Chhatisgarh,Raipur,Diploma,90,111,201
Delhi,Indira Gandhi National Open University (Id: U-0104),Delhi,Central,Post Graduate,9934,15843,25777
Delhi,Indira Gandhi National Open University (Id: U-0104),Delhi,Central,Under Graduate,14626,8762,23388
Delhi,Indira Gandhi National Open University (Id: U-0104),Delhi,Central,Certificate,17,15,32
Delhi,Indira Gandhi National Open University (Id: U-0104),Delhi,Central,PG Diploma,682,543,1225
Delhi,Indira Gandhi National Open University (Id: U-0104),Delhi,Central,Diploma,131,496,627
Delhi,Indira Gandhi National Open University (Id: U-0104),Delhi,New Delhi,Under Graduate,78,2,80
Delhi,Indira Gandhi National Open University (Id: U-0104),Delhi,New Delhi,PG Diploma,0,0,0
Delhi,Indira Gandhi National Open University (Id: U-0104),Delhi,South,Diploma,5823,735,6558
Delhi,Indira Gandhi National Open University (Id: U-0104),Delhi,South,Certificate,13,17,30
Delhi,Indira Gandhi National Open University (Id: U-0104),Delhi,South,Under Graduate,30956,15254,46210
Delhi,Indira Gandhi National Open University (Id: U-0104),Delhi,South,PG Diploma,508,388,896
Delhi,Indira Gandhi National Open University (Id: U-0104),Delhi,South,Post Graduate,6807,10499,17306
Delhi,Indira Gandhi National Open University (Id: U-0104),Delhi,West,PG Diploma,422,292,714
Delhi,Indira Gandhi National Open University (Id: U-0104),Delhi,West,Post Graduate,4663,7167,11830
Delhi,Indira Gandhi National Open University (Id: U-0104),Delhi,West,Certificate,9,19,28
Delhi,Indira Gandhi National Open University (Id: U-0104),Delhi,West,Under Graduate,6757,4555,11312
Delhi,Indira Gandhi National Open University (Id: U-0104),Delhi,West,Diploma,89,248,337
Delhi,Indira Gandhi National Open University (Id: U-0104),Goa,North Goa,PG Diploma,154,126,280
Delhi,Indira Gandhi National Open University (Id: U-0104),Goa,North Goa,Post Graduate,858,1859,2717
Delhi,Indira Gandhi National Open University (Id: U-0104),Goa,North Goa,Diploma,17,37,54
Delhi,Indira Gandhi National Open University (Id: U-0104),Goa,North Goa,Under Graduate,1691,1537,3228
Delhi,Indira Gandhi National Open University (Id: U-0104),Gujarat,Ahmadabad,Post Graduate,4875,5256,10131
Delhi,Indira Gandhi National Open University (Id: U-0104),Gujarat,Ahmadabad,Under Graduate,2595,2040,4635
Delhi,Indira Gandhi National Open University (Id: U-0104),Gujarat,Ahmadabad,PG Diploma,700,352,1052
Delhi,Indira Gandhi National Open University (Id: U-0104),Gujarat,Ahmadabad,Certificate,5,7,12
Delhi,Indira Gandhi National Open University (Id: U-0104),Gujarat,Ahmadabad,Diploma,48,344,392
Delhi,Indira Gandhi National Open University (Id: U-0104),Gujarat,Rajkot,Post Graduate,3810,3427,7237
Delhi,Indira Gandhi National Open University (Id: U-0104),Gujarat,Rajkot,Under Graduate,1538,573,2111
Delhi,Indira Gandhi National Open University (Id: U-0104),Gujarat,Rajkot,PG Diploma,401,385,786
Delhi,Indira Gandhi National Open University (Id: U-0104),Gujarat,Rajkot,Diploma,17,97,114
Delhi,Indira Gandhi National Open University (Id: U-0104),Haryana,Karnal,Post Graduate,924,623,1547
Delhi,Indira Gandhi National Open University (Id: U-0104),Haryana,Karnal,Diploma,127,60,187
Delhi,Indira Gandhi National Open University (Id: U-0104),Haryana,Karnal,PG Diploma,169,86,255
Delhi,Indira Gandhi National Open University (Id: U-0104),Haryana,Karnal,Under Graduate,1870,992,2862
Delhi,Indira Gandhi National Open University (Id: U-0104),Haryana,Panchkula,Diploma,3,1,4
Delhi,Indira Gandhi National Open University (Id: U-0104),Haryana,Panchkula,PG Diploma,26,6,32
Delhi,Indira Gandhi National Open University (Id: U-0104),Haryana,Panchkula,Under Graduate,507,26,533
Delhi,Indira Gandhi National Open University (Id: U-0104),Haryana,Panchkula,Post Graduate,113,21,134
Delhi,Indira Gandhi National Open University (Id: U-0104),Himachal Pradesh,Shimla,Diploma,19,175,194
Delhi,Indira Gandhi National Open University (Id: U-0104),Himachal Pradesh,Shimla,Post Graduate,1294,1041,2335
Delhi,Indira Gandhi National Open University (Id: U-0104),Himachal Pradesh,Shimla,Under Graduate,2594,2369,4963
Delhi,Indira Gandhi National Open University (Id: U-0104),Himachal Pradesh,Shimla,Certificate,5,9,14
Delhi,Indira Gandhi National Open University (Id: U-0104),Himachal Pradesh,Shimla,PG Diploma,147,65,212
Delhi,Indira Gandhi National Open University (Id: U-0104),Jammu and Kashmir,Jammu,PG Diploma,280,160,440
Delhi,Indira Gandhi National Open University (Id: U-0104),Jammu and Kashmir,Jammu,Post Graduate,3748,4235,7983
Delhi,Indira Gandhi National Open University (Id: U-0104),Jammu and Kashmir,Jammu,Diploma,33,79,112
Delhi,Indira Gandhi National Open University (Id: U-0104),Jammu and Kashmir,Jammu,Under Graduate,7589,5226,12815
Delhi,Indira Gandhi National Open University (Id: U-0104),Jammu and Kashmir,Srinagar,Under Graduate,1615,1113,2728
Delhi,Indira Gandhi National Open University (Id: U-0104),Jammu and Kashmir,Srinagar,PG Diploma,719,255,974
Delhi,Indira Gandhi National Open University (Id: U-0104),Jammu and Kashmir,Srinagar,Diploma,68,135,203
Delhi,Indira Gandhi National Open University (Id: U-0104),Jammu and Kashmir,Srinagar,Post Graduate,10082,9354,19436
Delhi,Indira Gandhi National Open University (Id: U-0104),Jammu and Kashmir,Srinagar,Certificate,1,0,1
Delhi,Indira Gandhi National Open University (Id: U-0104),Jammu and Kashmir,Udhampur,Post Graduate,56,8,64
Delhi,Indira Gandhi National Open University (Id: U-0104),Jammu and Kashmir,Udhampur,PG Diploma,36,6,42
Delhi,Indira Gandhi National Open University (Id: U-0104),Jammu and Kashmir,Udhampur,Under Graduate,270,11,281
Delhi,Indira Gandhi National Open University (Id: U-0104),Jharkhand,Deoghar,PG Diploma,306,66,372
Delhi,Indira Gandhi National Open University (Id: U-0104),Jharkhand,Deoghar,Certificate,1,0,1
Delhi,Indira Gandhi National Open University (Id: U-0104),Jharkhand,Deoghar,Diploma,14,23,37
Delhi,Indira Gandhi National Open University (Id: U-0104),Jharkhand,Deoghar,Under Graduate,5688,2495,8183
Delhi,Indira Gandhi National Open University (Id: U-0104),Jharkhand,Deoghar,Post Graduate,2247,2516,4763
Delhi,Indira Gandhi National Open University (Id: U-0104),Jharkhand,Ranchi,PG Diploma,1079,323,1402
Delhi,Indira Gandhi National Open University (Id: U-0104),Jharkhand,Ranchi,Post Graduate,4540,4747,9287
Delhi,Indira Gandhi National Open University (Id: U-0104),Jharkhand,Ranchi,Under Graduate,5813,3287,9100
Delhi,Indira Gandhi National Open University (Id: U-0104),Jharkhand,Ranchi,Diploma,123,400,523
Delhi,Indira Gandhi National Open University (Id: U-0104),Karnataka,Bangalore,PG Diploma,472,385,857
Delhi,Indira Gandhi National Open University (Id: U-0104),Karnataka,Bangalore,Diploma,55,159,214
Delhi,Indira Gandhi National Open University (Id: U-0104),Karnataka,Bangalore,Certificate,1,0,1
Delhi,Indira Gandhi National Open University (Id: U-0104),Karnataka,Bangalore,Under Graduate,2530,2193,4723
Delhi,Indira Gandhi National Open University (Id: U-0104),Karnataka,Bangalore,Post Graduate,2829,4658,7487
Delhi,Indira Gandhi National Open University (Id: U-0104),Kerala,Ernakulam,Diploma,32,44,76
Delhi,Indira Gandhi National Open University (Id: U-0104),Kerala,Ernakulam,Under Graduate,4223,2875,7098
Delhi,Indira Gandhi National Open University (Id: U-0104),Kerala,Ernakulam,PG Diploma,339,255,594
Delhi,Indira Gandhi National Open University (Id: U-0104),Kerala,Ernakulam,Post Graduate,2931,3987,6918
Delhi,Indira Gandhi National Open University (Id: U-0104),Kerala,Kozhikode,PG Diploma,89,33,122
Delhi,Indira Gandhi National Open University (Id: U-0104),Kerala,Kozhikode,Under Graduate,2284,1867,4151
Delhi,Indira Gandhi National Open University (Id: U-0104),Kerala,Kozhikode,Diploma,5,2,7
Delhi,Indira Gandhi National Open University (Id: U-0104),Kerala,Kozhikode,Post Graduate,733,743,1476
Delhi,Indira Gandhi National Open University (Id: U-0104),Kerala,Thiruvananthapuram,Diploma,47,41,88
Delhi,Indira Gandhi National Open University (Id: U-0104),Kerala,Thiruvananthapuram,Certificate,1,0,1
Delhi,Indira Gandhi National Open University (Id: U-0104),Kerala,Thiruvananthapuram,Post Graduate,1439,1386,2825
Delhi,Indira Gandhi National Open University (Id: U-0104),Kerala,Thiruvananthapuram,Under Graduate,2000,1238,3238
Delhi,Indira Gandhi National Open University (Id: U-0104),Kerala,Thiruvananthapuram,PG Diploma,173,190,363
Delhi,Indira Gandhi National Open University (Id: U-0104),Madhya Pradesh,Bhopal,Under Graduate,2892,2120,5012
Delhi,Indira Gandhi National Open University (Id: U-0104),Madhya Pradesh,Bhopal,PG Diploma,601,307,908
Delhi,Indira Gandhi National Open University (Id: U-0104),Madhya Pradesh,Bhopal,Diploma,129,232,361
Delhi,Indira Gandhi National Open University (Id: U-0104),Madhya Pradesh,Bhopal,Post Graduate,2004,2675,4679
Delhi,Indira Gandhi National Open University (Id: U-0104),Madhya Pradesh,Jabalpur,Diploma,56,108,164
Delhi,Indira Gandhi National Open University (Id: U-0104),Madhya Pradesh,Jabalpur,Post Graduate,871,618,1489
Delhi,Indira Gandhi National Open University (Id: U-0104),Madhya Pradesh,Jabalpur,Under Graduate,675,514,1189
Delhi,Indira Gandhi National Open University (Id: U-0104),Madhya Pradesh,Jabalpur,PG Diploma,222,117,339
Delhi,Indira Gandhi National Open University (Id: U-0104),Maharashtra,Mumbai,Under Graduate,811,27,838
Delhi,Indira Gandhi National Open University (Id: U-0104),Maharashtra,Mumbai,PG Diploma,33,5,38
Delhi,Indira Gandhi National Open University (Id: U-0104),Maharashtra,Mumbai Suburban,PG Diploma,297,188,485
Delhi,Indira Gandhi National Open University (Id: U-0104),Maharashtra,Mumbai Suburban,Under Graduate,2500,1318,3818
Delhi,Indira Gandhi National Open University (Id: U-0104),Maharashtra,Mumbai Suburban,Diploma,42,296,338
Delhi,Indira Gandhi National Open University (Id: U-0104),Maharashtra,Mumbai Suburban,Post Graduate,3504,2559,6063
Delhi,Indira Gandhi National Open University (Id: U-0104),Maharashtra,Nagpur,Post Graduate,1469,1016,2485
Delhi,Indira Gandhi National Open University (Id: U-0104),Maharashtra,Nagpur,Diploma,24,56,80
Delhi,Indira Gandhi National Open University (Id: U-0104),Maharashtra,Nagpur,PG Diploma,276,158,434
Delhi,Indira Gandhi National Open University (Id: U-0104),Maharashtra,Nagpur,Under Graduate,1474,596,2070
Delhi,Indira Gandhi National Open University (Id: U-0104),Maharashtra,Pune,Diploma,47,122,169
Delhi,Indira Gandhi National Open University (Id: U-0104),Maharashtra,Pune,Under Graduate,2265,942,3207
Delhi,Indira Gandhi National Open University (Id: U-0104),Maharashtra,Pune,PG Diploma,363,151,514
Delhi,Indira Gandhi National Open University (Id: U-0104),Maharashtra,Pune,Post Graduate,2274,1888,4162
Delhi,Indira Gandhi National Open University (Id: U-0104),Manipur,Imphal West,Under Graduate,1981,1130,3111
Delhi,Indira Gandhi National Open University (Id: U-0104),Manipur,Imphal West,Post Graduate,1003,878,1881
Delhi,Indira Gandhi National Open University (Id: U-0104),Manipur,Imphal West,PG Diploma,32,10,42
Delhi,Indira Gandhi National Open University (Id: U-0104),Manipur,Imphal West,Diploma,9,24,33
Delhi,Indira Gandhi National Open University (Id: U-0104),Meghalaya,East Khasi Hills,Post Graduate,912,1331,2243
Delhi,Indira Gandhi National Open University (Id: U-0104),Meghalaya,East Khasi Hills,PG Diploma,51,29,80
Delhi,Indira Gandhi National Open University (Id: U-0104),Meghalaya,East Khasi Hills,Diploma,9,21,30
Delhi,Indira Gandhi National Open University (Id: U-0104),Meghalaya,East Khasi Hills,Under Graduate,1558,1804,3362
Delhi,Indira Gandhi National Open University (Id: U-0104),Mizoram,Aizawl,PG Diploma,20,6,26
Delhi,Indira Gandhi National Open University (Id: U-0104),Mizoram,Aizawl,Post Graduate,1076,1011,2087
Delhi,Indira Gandhi National Open University (Id: U-0104),Mizoram,Aizawl,Under Graduate,2200,2196,4396
Delhi,Indira Gandhi National Open University (Id: U-0104),Mizoram,Aizawl,Diploma,2,14,16
Delhi,Indira Gandhi National Open University (Id: U-0104),Nagaland,Kohima,PG Diploma,21,10,31
Delhi,Indira Gandhi National Open University (Id: U-0104),Nagaland,Kohima,Diploma,4,11,15
Delhi,Indira Gandhi National Open University (Id: U-0104),Nagaland,Kohima,Under Graduate,595,695,1290
